Model,Method,w1,w2,K,N,MAP,MRR,CTR,missing_bridges,missing_cf,not_enough_bridges,not_enough_cf,GDPS,GAPS,APS,COV
reranker,frequencyScoreNormalizedLog2,0.7,0.30000000000000004,100,10,0.009292467527105629,0.018177303955964067,0.05148314272485969,4106,0,41232,0,0.11300294675136578,0.13232582599078765,0.11024815368406717,0.39390109021962394
bridges,frequencyScoreNormalizedLog2,0,0,100,10,0.06768265185784099,0.2427741234083109,0.4412015736614539,0,0,0,0,0.26797889477749737,0.3081005148042338,0.2684115998196428,0.3976931584768526
reranker,frequencyScore,0.3,0.7,100,20,0.018558755737259708,0.04301413045229027,0.2431206018465174,4106,0,41232,0,0.14765034368640687,0.169102906799996,0.1458518290817546,0.3098435771843893
reranker,frequencyScore,0.3,0.7,50,1,0.03741159059738696,0.0256070046223031,0.0256070046223031,4106,0,22137,0,0.19652566727640167,0.18797007516512584,0.19814873936510538,0.2256280613051035
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,20,10,0.005191881223889617,0.008538836148680293,0.0264495418979469,4106,0,8996,0,0.08298148656519473,0.09974788827159649,0.08001230735821531,0.4131774371938695
reranker,frequencyScore,0.3,0.7,50,10,0.04111136625620973,0.08225448419041773,0.27703934349124065,4106,0,22137,0,0.21956952043885858,0.25620666032830003,0.2167964693851995,0.2964133354400379
bridges,frequencyScore,0,0,100,1,0.23834026069131425,0.15971478892331914,0.15971478892331914,0,0,0,0,0.4778486102128506,0.43297722732258126,0.4693538847865859,0.1763311739611313
bridges,frequencyScore,0,0,100,10,0.06768265185784099,0.2427741234083109,0.4412015736614539,0,0,0,0,0.26797889477749737,0.3081005148042338,0.2684115998196428,0.3976931584768526
reranker,frequencyScore,0.7,0.30000000000000004,50,1,0.009356071151628976,0.0051152392229272805,0.0051152392229272805,4106,0,22137,0,0.10520944406770152,0.11005391943433762,0.1034860663416751,0.22373202717648918
bridges,frequencyScore,0,0,20,20,0.042563581303168604,0.25048828001971074,0.5523800725780053,0,0,0,0,0.20252637037064863,0.21442348091250985,0.20765300585602434,0.4352978353610365
reranker,frequencyScoreNormalizedLog2,0.5,0.5,20,5,0.048938053430278856,0.042870556700550476,0.1338831368591283,4106,0,8996,0,0.1907867530610518,0.20392141277897768,0.1870403195768842,0.36956865223574026
reranker,frequencyScore,0.7,0.30000000000000004,50,10,0.0074150719865032026,0.013350511847494629,0.040011008906739566,4106,0,22137,0,0.10844905869878775,0.12535748891698012,0.10587868943431358,0.40733133196397536
reranker,frequencyScoreNormalizedLog2,0.7,0.30000000000000004,50,5,0.009641200350019813,0.012253519101789413,0.02580828687239219,4106,0,22137,0,0.11148396168298047,0.12699111366557428,0.10882971736205196,0.3507663137936483
reranker,frequencyScoreNormalizedLog2,0.5,0.5,50,3,0.019480914479396212,0.02023571246899027,0.03312736134374387,4106,0,22137,0,0.16122256696406226,0.17144132904173442,0.16142413334480668,0.3235898246168431
bridges,frequencyScoreNormalizedLog2,0,0,100,3,0.1456489779922259,0.2152210308862864,0.28791116323624805,0,0,0,0,0.4196190614033144,0.4497385410476129,0.41694146557207834,0.2896192131458366
reranker,frequencyScore,0.7,0.30000000000000004,100,20,0.006201781509861639,0.01676262640981536,0.07013267522955768,4106,0,41232,0,0.10029762382710594,0.11620356518181357,0.09786490502680463,0.455364196555538
reranker,frequencyScore,0.5,0.5,100,1,0.015725158140771946,0.009281819115037573,0.009281819115037573,4106,0,41232,0,0.12271662218299054,0.12045627795353579,0.12144149054786128,0.21709590772633908
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,20,3,0.006324969641712352,0.005760811485415113,0.009765953523059121,4106,0,8996,0,0.08728898436648301,0.09393769679163369,0.08508431667360122,0.3058935060831095
reranker,frequencyScoreNormalizedLog2,0.1,0.9,100,1,0.19972082063280133,0.13884076248976077,0.13884076248976077,4106,0,41232,0,0.47359873731760216,0.43551190612213664,0.46066897493883846,0.07173329119924159
reranker,frequencyScore,0.3,0.7,50,3,0.043106719134866425,0.0510906040555799,0.08719423839828623,4106,0,22137,0,0.2191284387591792,0.2262819379373118,0.21770603524939774,0.26544477800600413
bridges,frequencyScoreNormalizedLog2,0,0,20,1,0.23834026069131425,0.15971478892331914,0.15971478892331914,0,0,0,0,0.4778486102128506,0.43297722732258126,0.4693538847865859,0.1763311739611313
reranker,frequencyScoreNormalizedLog2,0.1,0.9,100,10,0.06592522477071054,0.22058023453063125,0.4281096346141357,4106,0,41232,0,0.2687216468306714,0.31156923888235427,0.2678952093441157,0.201453626165271
reranker,frequencyScoreNormalizedLog2,0.3,0.7,20,1,0.13408355465002594,0.09431876445184811,0.09431876445184811,4106,0,8996,0,0.39490125538619525,0.37599779232568437,0.39203833144187494,0.18454732185179334
bridges,frequencyScoreNormalizedLog2,0,0,20,10,0.06768265185784099,0.2427741234083109,0.4412015736614539,0,0,0,0,0.26797889477749737,0.3081005148042338,0.2684115998196428,0.3976931584768526
bridges,frequencyScore,0,0,100,3,0.1456489779922259,0.2152210308862864,0.28791116323624805,0,0,0,0,0.4196190614033144,0.4497385410476129,0.41694146557207834,0.2896192131458366
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,50,3,0.007150016639017977,0.006926950632104701,0.011212242890166643,4106,0,22137,0,0.0905313972151763,0.10038958119265458,0.08731848185958577,0.30478748617475115
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,50,1,0.007185786032348227,0.0038130662988815484,0.0038130662988815484,4106,0,22137,0,0.09308523110848067,0.09738040348885758,0.09052842506703858,0.2231000158002844
reranker,frequencyScoreNormalizedLog2,0.3,0.7,20,10,0.0672138768321828,0.1857665988997148,0.4359285356744061,4106,0,8996,0,0.2678741499152577,0.3110052256024907,0.2665418297854439,0.3329119924158635
bridges,frequencyScoreNormalizedLog2,0,0,50,20,0.042563581303168604,0.25048828001971074,0.5523800725780053,0,0,0,0,0.20252637037064863,0.21442348091250985,0.20765300585602434,0.4352978353610365
reranker,frequencyScore,0.7,0.30000000000000004,50,3,0.00925441766030225,0.009251110218805177,0.014946234019370336,4106,0,22137,0,0.10795868306731506,0.11753739792818998,0.10549682126790355,0.3060515089271607
reranker,frequencyScoreNormalizedLog2,0.9,0.09999999999999998,50,10,0.0056361193310067274,0.009847133401213582,0.02926910923361783,4106,0,22137,0,0.08674076377724625,0.1024585899075671,0.08354059312345379,0.41175541159740875
reranker,frequencyScore,0.7,0.30000000000000004,20,5,0.007955774272732146,0.00916356097590589,0.020578621093567926,4106,0,8996,0,0.10064312066219337,0.11652107538123406,0.09771677910991663,0.35139832516985303
reranker,frequencyScore,0.5,0.5,20,20,0.04141529797067812,0.07028132172263167,0.49497617788261805,4106,0,8996,0,0.19281264544053914,0.2153304558402164,0.19470447522165688,0.4552061937114868
bridges,frequencyScore,0,0,50,20,0.042563581303168604,0.25048828001971074,0.5523800725780053,0,0,0,0,0.20252637037064863,0.21442348091250985,0.20765300585602434,0.4352978353610365
reranker,frequencyScoreNormalizedLog2,0.5,0.5,50,5,0.021757070194379932,0.02658488377148539,0.06156874867138311,4106,0,22137,0,0.15637917101311646,0.1735296013624066,0.15439705804736864,0.3523463422341602
bridges,frequencyScoreNormalizedLog2,0,0,100,5,0.11210931820645197,0.23249330082681155,0.36333585702896093,0,0,0,0,0.359877790093828,0.4083207747265016,0.35495612084045397,0.34318217727919104
reranker,frequencyScore,0.1,0.9,100,1,0.1572620508569511,0.10723376441085955,0.10723376441085955,4106,0,41232,0,0.3616909884904552,0.3291290350920592,0.35257876941471045,0.18786538157686838
reranker,frequencyScoreNormalizedLog2,0.1,0.9,100,3,0.12769828299898892,0.1902072845328798,0.25801802103781235,4106,0,41232,0,0.4042755048405691,0.4369109294352539,0.39739011397706087,0.12118818138726498
reranker,frequencyScore,0.3,0.7,50,5,0.045166807975317816,0.06577357937691393,0.1524713044424841,4106,0,22137,0,0.22675152236231613,0.25071741632502953,0.22305904354104594,0.27776899984199716
reranker,frequencyScore,0.1,0.9,100,10,0.03869889203121951,0.14416843468207377,0.24035313021781532,4106,0,41232,0,0.1787873261758869,0.19595362230083874,0.17489836931518682,0.29104123874229737
bridges,frequencyScoreNormalizedLog2,0,0,20,3,0.1456489779922259,0.2152210308862864,0.28791116323624805,0,0,0,0,0.4196190614033144,0.4497385410476129,0.41694146557207834,0.2896192131458366
reranker,frequencyScoreNormalizedLog2,0.3,0.7,20,3,0.10997666814531294,0.14885884863477716,0.22177165218695347,4106,0,8996,0,0.36289014519021767,0.3899110894826954,0.3592721824666563,0.2510665191973456
bridges,frequencyScore,0,0,100,5,0.11210931820645197,0.23249330082681155,0.36333585702896093,0,0,0,0,0.359877790093828,0.4083207747265016,0.35495612084045397,0.34318217727919104
reranker,frequencyScore,0.9,0.09999999999999998,20,1,0.005439883017961981,0.002872637293823678,0.002872637293823678,4106,0,8996,0,0.08348428585007013,0.0860816683789693,0.08174181230810369,0.22389003002054036
reranker,frequencyScoreNormalizedLog2,0.7,0.30000000000000004,100,1,0.01357269251655905,0.0077022024549002685,0.0077022024549002685,4106,0,41232,0,0.12312634287027291,0.12970329747707957,0.12207693531641388,0.21962395323115816
reranker,frequencyScore,0.7,0.30000000000000004,50,5,0.008701963897364828,0.011162367339422358,0.023401115473367585,4106,0,22137,0,0.11012801886459883,0.1225269712724654,0.10715472722201344,0.34934428819718755
